394794,995,1
422320,995,1
51559,993,1
179174,993,1
348977,993,1
397436,989,1
366663,989,1
333662,985,1
101183,98,1
348237,98,1
303522,98,1
348043,98,1
345295,98,1
219076,977,1
107669,977,1
271046,976,1
365618,976,1
304178,976,1
118073,976,1
148979,972,1
309254,968,1
117112,968,1
259427,968,1
179086,968,1
218599,968,1
413965,968,1
108879,968,1
138558,968,1
129675,967,1
170676,963,1
364476,963,1
257331,963,1
291663,963,1
164103,963,1
423472,963,1
416821,963,1
313294,963,1
382603,963,1
189574,963,1
267618,963,1
42688,963,1
32330,963,1
409169,963,1
354353,963,1
66353,963,1
224306,963,1
293183,963,1
413515,963,1
246728,963,1
406205,963,1
173744,963,1
30644,963,1
391082,962,1
37388,962,1
103940,962,1
151541,962,1
107359,962,1
284503,962,1
381820,962,1
34688,962,1
305779,962,1
344692,962,1
108428,962,1
170303,962,1
106820,962,1
68411,962,1
135197,962,1
122444,962,1
157336,962,1
262810,962,1
388956,962,1
109932,962,1
256909,962,1
203149,962,1
203923,962,1
191953,962,1
408277,962,1
252118,962,1
157912,962,1
19165,962,1
257011,962,1
57850,962,1
202492,962,1
373501,962,1
191485,962,1
117556,962,1
123919,962,1
130579,962,1
118776,962,1
30219,962,1
151053,962,1
191760,962,1
359454,962,1
2124,962,1
282684,962,1
212265,962,1
122661,962,1
196551,962,1
182955,962,1
340128,962,1
144006,962,1
109200,962,1
397998,960,1
130575,960,1
389616,960,1
89955,960,1
379832,960,1
320129,96,1
327007,96,1
360061,958,1
251240,958,1
75363,954,1
314742,954,1
132481,954,1
168480,954,1
43077,953,1
244905,953,1
345474,953,1
316257,953,1
146863,953,1
315508,953,1
154402,952,1
296446,951,1
401626,951,1
155086,951,1
356224,951,1
392340,951,1
358689,951,1
200208,951,1
305169,951,1
147195,951,1
60290,951,1
60557,951,1
233888,951,1
240071,951,1
224291,951,1
209702,951,1
116546,951,1
128939,95,1
50076,95,1
390137,949,1
308378,949,1
322105,949,1
278872,946,1
850,946,1
282263,946,1
247457,946,1
314743,946,1
373618,946,1
110449,946,1
201455,946,1
117728,946,1
8360,946,1
64943,946,1
263609,946,1
128834,946,1
320318,946,1
271673,946,1
223763,946,1
284006,946,1
335274,946,1
272532,946,1
255888,946,1
4485,946,1
351687,946,1
203979,946,1
31926,946,1
41460,946,1
236568,946,1
274002,946,1
388437,946,1
55684,946,1
219568,946,1
73405,946,1
49831,946,1
88273,946,1
34294,946,1
300022,946,1
16930,946,1
404770,946,1
178462,946,1
220969,946,1
377650,946,1
31507,946,1
371200,946,1
267778,946,1
171016,946,1
331528,946,1
296239,941,1
404532,941,1
25989,941,1
381096,941,1
237923,941,1
418226,941,1
217432,941,1
412949,938,1
223256,935,1
101545,935,1
383427,933,1
414108,931,1
128299,931,1
161014,931,1
408061,931,1
245897,931,1
357113,931,1
114629,927,1
327285,92,1
261525,92,1
206739,92,1
147969,92,1
151821,915,1
3192,915,1
174278,915,1
327569,915,1
253361,914,1
139180,914,1
202228,914,1
71971,914,1
248043,914,1
247113,911,1
194278,911,1
12856,911,1
297323,911,1
167228,908,1
391397,904,1
117522,904,1
29081,901,1
226636,900,1
130408,9,1
161086,898,1
255553,898,1
320207,898,1
106934,897,1
281152,897,1
415846,897,1
393872,897,1
190295,897,1
47082,897,1
11667,897,1
57495,897,1
239244,897,1
159114,897,1
167446,897,1
66496,897,1
221823,897,1
33082,882,1
367614,879,1
92700,877,1
64314,877,1
178830,877,1
211128,872,1
423694,872,1
208690,872,1
256126,872,1
119860,868,1
154150,862,1
256513,862,1
45034,862,1
12769,862,1
113605,862,1
185017,862,1
2541,862,1
270402,862,1
291922,862,1
21680,862,1
123095,862,1
333509,862,1
149579,862,1
6736,861,1
125502,861,1
343335,861,1
74208,861,1
422346,861,1
276382,861,1
299662,861,1
65167,861,1
347611,861,1
265225,860,1
71818,860,1
50842,860,1
245185,860,1
421395,860,1
421954,860,1
257930,860,1
214502,860,1
104234,860,1
366764,856,1
414267,856,1
55795,856,1
251736,855,1
248150,855,1
72800,855,1
96893,845,1
261135,845,1
290737,845,1
311200,845,1
200950,842,1
293699,842,1
75968,842,1
303611,842,1
56,841,1
391810,841,1
53376,839,1
121942,839,1
97078,835,1
88909,835,1
417434,835,1
346682,829,1
63402,829,1
309060,829,1
221227,829,1
105787,827,1
183290,827,1
276425,827,1
78017,826,1
416348,826,1
21363,826,1
203370,826,1
319029,826,1
311085,826,1
70938,826,1
73974,824,1
85939,822,1
334141,822,1
338321,821,1
373885,818,1
115276,818,1
332240,818,1
398768,818,1
353204,818,1
310559,818,1
110320,818,1
356520,818,1
148704,818,1
347373,818,1
27111,817,1
23868,817,1
127501,817,1
237935,817,1
244148,812,1
188366,812,1
378688,812,1
62584,812,1
267553,812,1
171211,812,1
95941,812,1
290904,812,1
340203,812,1
9633,806,1
95037,806,1
305958,806,1
42175,806,1
